model_name,metric_name,k,pass_rate
Qwen/Qwen2.5-Coder-32B-Instruct,pass_compile,1,0.6754716981132075
Qwen/Qwen2.5-Coder-32B-Instruct,pass_compile,2,0.6867924528301886
Qwen/Qwen2.5-Coder-32B-Instruct,pass_compile,3,0.6905660377358491
Qwen/Qwen2.5-Coder-32B-Instruct,pass_compile,4,0.6943396226415094
Qwen/Qwen2.5-Coder-32B-Instruct,pass_compile,5,0.6981132075471698
Qwen/Qwen2.5-Coder-32B-Instruct,pass_parse,1,1.0
Qwen/Qwen2.5-Coder-32B-Instruct,pass_parse,2,1.0
Qwen/Qwen2.5-Coder-32B-Instruct,pass_parse,3,1.0
Qwen/Qwen2.5-Coder-32B-Instruct,pass_parse,4,1.0
Qwen/Qwen2.5-Coder-32B-Instruct,pass_parse,5,1.0
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth,1,0.6981132075471698
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth,2,0.7056603773584905
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth,3,0.709433962264151
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth,4,0.7132075471698113
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth,5,0.7169811320754716
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth_and_tb,1,0.6264150943396227
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth_and_tb,2,0.6433962264150944
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth_and_tb,3,0.6509433962264151
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth_and_tb,4,0.6566037735849056
Qwen/Qwen2.5-Coder-32B-Instruct,pass_synth_and_tb,5,0.660377358490566
Qwen/Qwen2.5-Coder-32B-Instruct,pass_tb,1,0.6264150943396227
Qwen/Qwen2.5-Coder-32B-Instruct,pass_tb,2,0.6433962264150944
Qwen/Qwen2.5-Coder-32B-Instruct,pass_tb,3,0.6509433962264151
Qwen/Qwen2.5-Coder-32B-Instruct,pass_tb,4,0.6566037735849056
Qwen/Qwen2.5-Coder-32B-Instruct,pass_tb,5,0.660377358490566
deepseek-ai/DeepSeek-V3,pass_compile,1,0.781132075471698
deepseek-ai/DeepSeek-V3,pass_compile,2,0.7867924528301887
deepseek-ai/DeepSeek-V3,pass_compile,3,0.790566037735849
deepseek-ai/DeepSeek-V3,pass_compile,4,0.7924528301886793
deepseek-ai/DeepSeek-V3,pass_compile,5,0.7924528301886793
deepseek-ai/DeepSeek-V3,pass_parse,1,1.0
deepseek-ai/DeepSeek-V3,pass_parse,2,1.0
deepseek-ai/DeepSeek-V3,pass_parse,3,1.0
deepseek-ai/DeepSeek-V3,pass_parse,4,1.0
deepseek-ai/DeepSeek-V3,pass_parse,5,1.0
deepseek-ai/DeepSeek-V3,pass_synth,1,0.750943396226415
deepseek-ai/DeepSeek-V3,pass_synth,2,0.7773584905660378
deepseek-ai/DeepSeek-V3,pass_synth,3,0.7924528301886793
deepseek-ai/DeepSeek-V3,pass_synth,4,0.8037735849056604
deepseek-ai/DeepSeek-V3,pass_synth,5,0.8113207547169812
deepseek-ai/DeepSeek-V3,pass_synth_and_tb,1,0.6716981132075472
deepseek-ai/DeepSeek-V3,pass_synth_and_tb,2,0.6943396226415094
deepseek-ai/DeepSeek-V3,pass_synth_and_tb,3,0.7056603773584905
deepseek-ai/DeepSeek-V3,pass_synth_and_tb,4,0.7132075471698113
deepseek-ai/DeepSeek-V3,pass_synth_and_tb,5,0.7169811320754716
deepseek-ai/DeepSeek-V3,pass_tb,1,0.7245283018867924
deepseek-ai/DeepSeek-V3,pass_tb,2,0.7301886792452831
deepseek-ai/DeepSeek-V3,pass_tb,3,0.7339622641509433
deepseek-ai/DeepSeek-V3,pass_tb,4,0.7358490566037735
deepseek-ai/DeepSeek-V3,pass_tb,5,0.7358490566037735
meta-llama/Llama-3-70b-chat-hf,pass_compile,1,0.569811320754717
meta-llama/Llama-3-70b-chat-hf,pass_compile,2,0.5962264150943396
meta-llama/Llama-3-70b-chat-hf,pass_compile,3,0.6075471698113208
meta-llama/Llama-3-70b-chat-hf,pass_compile,4,0.6150943396226415
meta-llama/Llama-3-70b-chat-hf,pass_compile,5,0.6226415094339622
meta-llama/Llama-3-70b-chat-hf,pass_parse,1,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,2,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,3,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,4,1.0
meta-llama/Llama-3-70b-chat-hf,pass_parse,5,1.0
meta-llama/Llama-3-70b-chat-hf,pass_synth,1,0.5132075471698113
meta-llama/Llama-3-70b-chat-hf,pass_synth,2,0.539622641509434
meta-llama/Llama-3-70b-chat-hf,pass_synth,3,0.5509433962264151
meta-llama/Llama-3-70b-chat-hf,pass_synth,4,0.5584905660377358
meta-llama/Llama-3-70b-chat-hf,pass_synth,5,0.5660377358490566
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,1,0.4867924528301887
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,2,0.5188679245283019
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,3,0.5320754716981132
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,4,0.539622641509434
meta-llama/Llama-3-70b-chat-hf,pass_synth_and_tb,5,0.5471698113207547
meta-llama/Llama-3-70b-chat-hf,pass_tb,1,0.5433962264150943
meta-llama/Llama-3-70b-chat-hf,pass_tb,2,0.5754716981132075
meta-llama/Llama-3-70b-chat-hf,pass_tb,3,0.5886792452830188
meta-llama/Llama-3-70b-chat-hf,pass_tb,4,0.5962264150943396
meta-llama/Llama-3-70b-chat-hf,pass_tb,5,0.6037735849056604
meta-llama/Llama-3-8b-chat-hf,pass_compile,1,0.5583333333333333
meta-llama/Llama-3-8b-chat-hf,pass_compile,2,0.6041666666666666
meta-llama/Llama-3-8b-chat-hf,pass_compile,3,0.6208333333333333
meta-llama/Llama-3-8b-chat-hf,pass_compile,4,0.625
meta-llama/Llama-3-8b-chat-hf,pass_compile,5,0.625
meta-llama/Llama-3-8b-chat-hf,pass_parse,1,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,2,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,3,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,4,1.0
meta-llama/Llama-3-8b-chat-hf,pass_parse,5,1.0
meta-llama/Llama-3-8b-chat-hf,pass_synth,1,0.45
meta-llama/Llama-3-8b-chat-hf,pass_synth,2,0.5125000000000001
meta-llama/Llama-3-8b-chat-hf,pass_synth,3,0.5354166666666667
meta-llama/Llama-3-8b-chat-hf,pass_synth,4,0.5416666666666666
meta-llama/Llama-3-8b-chat-hf,pass_synth,5,0.5416666666666666
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,1,0.325
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,2,0.375
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,3,0.39166666666666666
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,4,0.3958333333333333
meta-llama/Llama-3-8b-chat-hf,pass_synth_and_tb,5,0.3958333333333333
meta-llama/Llama-3-8b-chat-hf,pass_tb,1,0.43333333333333335
meta-llama/Llama-3-8b-chat-hf,pass_tb,2,0.4666666666666666
meta-llama/Llama-3-8b-chat-hf,pass_tb,3,0.4770833333333333
meta-llama/Llama-3-8b-chat-hf,pass_tb,4,0.4791666666666667
meta-llama/Llama-3-8b-chat-hf,pass_tb,5,0.4791666666666667
